reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A29J3SX31FB2HN,B00466HLXI,DeAngelo D.,"[0, 0]","Shipping was fast! Got to me in two days! And it's a great midi controller! I use it for fl studio to make beats, I just plugged it in and I set a timer to get good timing ratios for it and it installed in 8.6 seconds flat and when I went in fl studio and selected it and tried it out with some sound kits but it was slow recognizing like I'd press the keys and it wouldn't recognize right away, then I remembered the asio drivers weren't activated, then I activated them and every key I'd press it would recognize immediately! Great buy! I hope if y'all get one! It's great and making beats is so much easier now then pressing the keys on the regular computer keyboard!",5.0,Great for fl studio but I'm not to sure about other programs!,1405123200,"07 12, 2014"
A29PEU8AQGFQ9X,B0025PM6DM,Mauro R..,"[0, 0]",It's odd to review such a simple thing as screws :-)What can I say? They're shiny and screwed well into the holes.,5.0,Just screws that do their job.,1344124800,"08 5, 2012"
A2A039TZMZHH9Y,B0016ML1C2,"Bill Lewey ""blewey""","[2, 2]","This delay pedal was so cheap that I could not pass it up.  and let me tell you, it is easy and fun to use!  I stopped messign with the reverb in my amp and now only use this for a much nice sounds from my guitar.  I actually bought it to try some experiments with my harmonica, but those were dismal failures.  Big win for the guitar though!",5.0,Great for the Money,1356048000,"12 21, 2012"
A2A039TZMZHH9Y,B001RNOHHG,"Bill Lewey ""blewey""","[1, 2]","Is this guraunteed for life or something?  it should be for the price.  it is very basic, tube construction with very little for wire and cable guidance and clean up.  I would not buy another one at the prices they charge, but then, I am handy enough to make my own if I wanted to.  The carry bag is very nice, the extra pocket for cables and things holds a lot of stuff.  They show a lot more pedals than I could fit on it, they must be smaller pedals than the ones I can find and the perhaps have those magical patch cables that take no space in between.  If you look at the picture there appears to room for 6 pedals but 5 is all you will get.  I have a Boss RX-20 double pedal looper, and 2 other Boss pedal on board and that is all than can fit with patch cables.",3.0,Overpriced but it works,1356048000,"12 21, 2012"
A2A039TZMZHH9Y,B002Q0WSO8,"Bill Lewey ""blewey""","[0, 0]","I love thes, I keep buying them for every instrument I have, so I am never with out it...",5.0,I'm a collector,1266105600,"02 14, 2010"
A2AWJRUEY9IG4B,B000P5NXWM,TonyTee,"[0, 1]","When I purchased this I'd seriously hoped that it would make a real difference to the tone of my guitar. Guess what? As far as I can tell, there is no difference whatsoever between this saddle and the original the guitar came with. This is NOT worth the money.",2.0,Is It Really Worth It?,1374969600,"07 28, 2013"
A2AWJRUEY9IG4B,B003B01QR2,TonyTee,"[0, 0]",I've used these for years....acoustic and electric. Very hard to beat. I like the feel and texture of these &#34;pics&#34;. They do the job brilliantly.,4.0,Still The Best,1374969600,"07 28, 2013"
A2B1KICX3RPRX3,B001C9R5P6,"ng11 ""ng11""","[0, 0]","This Orange Micro Crush amp lives up to it's name. It's little bitty, about a third the size of the Roland Micro Cube, but it's plenty loud. Surprisingly loud really, it's amazing that much sound comes out of that thing. Of course it doesn't have all the bells and whistles of the Micro Cube, it's basically got a clean channel, an overdrive channel and a tuner. Then a volume knob a tone knob and that's it. The over drive gives a good sound but I like to run pedals through it anyway. It's missing reverb, which I would like to have, but it's far from a deal breaker.I have no issues with the build quality, it feels solid as a rock. Of course it's size and trademark Orange color make it look like a toy, it's definitely a capable little amp. Definitely a keeper!",5.0,Little bitty but packs a punch,1404345600,"07 3, 2014"
A2B78RXJ2PB6ZD,B004T6M7DE,Tom,"[6, 8]","This Is one great piece. The quality of the guitar is Amazing!!! and for Its price Outstanding!! It plays Beautifully with my 100w amp. And with my experience of guitars, this is a go getter, otherwise I would see this one stand out to a $300 Les Paul!!!",5.0,AMAZING!!!,1326067200,"01 9, 2012"
A2BRKLV7FQ1HVS,B000NJ2TIE,"Austin Garcia ""Mr. Garcia""","[2, 2]","I got this yesterday, and everything was alright, except that two of the three Mics worked. One was dead. I tested all three of them with the same, and different cable, and made sure that the the On/Off switch was on. It was first mic I tested of the three, and the dead one of the three. Everything was good except for that one Microphone.",3.0,Behringer 3 Dynamic Vocal Microphones,1356048000,"12 21, 2012"
A2C00NNG1ZQQG2,B001J1SX94,"RustyBill ""Sunday Rocker""","[0, 0]",I bought this to &#34;daisy-chain&#34; two small Kustom powered PA cabinets.  Virtually all of the XLR cables available were way too long for my application. This cable filled the bill perfectly.,5.0,Perfect for connecting devices,1388102400,"12 27, 2013"
A2C2TKHICAZ4RS,B000N5MK8M,A. Castillo,"[12, 17]","Hey, it's a fun little toy, but I've seen this thing going in most places for an even $100 which is ridiculous. I was lucky enough to get it on Amazon for $80. Once you get over the novelty of it it will sit on top of your amp to collect dust.  I've made some cool effects and written a many a great riff with this but it's not one of those tools you'll use every song... unless you're so amazing you can make it work every song! Learning how to use it properly and finding the nuances of making it work is half the fun, but once you get it, and you're over it, you wonder why you wasted $100 on something that shouldn't have cost more than $50. It's essentially a 9V battery covered by plastic with a pretty blue light. This was one of those impulse buys that grabbed a hold of me when I had nothing better to use my money on.",3.0,"Cool, but don't pay more than $50 for it",1244937600,"06 14, 2009"
A2C46HQIZLYJUC,B00646MZHK,tj,"[1, 1]","This is hands-down the best tuner I've *ever* owned. The Snark SN8 works extremely well, and being chromatic, works on every stringed instrument I own (guitar, bass, banjo, violin) no matter what key the instrument is tuned to. I still use my Korg Pitchblack inline with my bass (also a very nice product), but that is mainly to get more cord length across the stage and still keep my signal strong. This little baby is amazingly easy to use, and always accurate. It has a nice bright easy to read display in any lighting situation and makes tuning a breeze and not a hassle (just as it should be - I've personally always hated those Boss pedal tuners). It simply does its job and does it very well.Also, buying this item from Amazon saved me quite a bit over the local Guitar Center, which is always a big plus. It feels tough too, this thing feels like it can easily handle the rigors of being tossed around, which is a very good thing. Despite the flimsy way the seller packaged this for shipping, the product arrived intact, and fast. I would have cropped a star for a damaged product in that little wimpy envelope they sent it in. Fortunately mine arrived in perfect condition (no thanks to that paper envelope - seriously, they should use a stiff cardboard envelope or small tube or something).I could not be happier, at least until I buy another one to keep at the house while the first stays in my gig bag.",5.0,Best Tuner I've Ever Owned,1329177600,"02 14, 2012"
A2CA4YBYSETM02,B000XPPURU,Operafanatic,"[0, 0]","This is my second black suede leather strap I've bought from Levy's.  I love them.  The 2.5&#34; is wide and comfy.  The strap is soft.  I have had no issues with any residue or the straps falling apart.  They're high quality.  And they offer plenty of length adjustments, without any buckles or metal of any kind.",5.0,"Soft, comfortable",1395014400,"03 17, 2014"
